year,permno,ticker,comnam,age,div12m_me,ffo_at_reit,beta,lnmcap,ret12,ret
2010,46703,MHS,MARRIOTT CORP,732.0,0.01563612,0.0060569478499166,2.0594948067947176,16.052668188648816,0.535341239277779,0.535341239277779
2011,46703,MHS,MARRIOTT CORP,744.0,0.0048976126,0.009813622236391,2.0625399580759103,16.191886919252685,-0.1651866241325357,-0.1651866241325357
2012,46703,MHS,MARRIOTT CORP,756.0,0.013594982,0.0124126716677841,2.0398176136379096,16.230763909775504,0.0808685634852908,0.0808685634852908
2013,46703,MHS,MARRIOTT CORP,768.0,0.02062468,0.0168106636371258,2.1525900015335018,16.393415585617674,0.2729096332705862,0.2729096332705862
2014,46703,MHS,MARRIOTT CORP,780.0,0.025390258,0.0195186906786049,1.8360984311488109,16.61028208592081,0.264960000154937,0.264960000154937
2015,46703,MHS,MARRIOTT CORP,792.0,0.04462448,0.0253365353545896,1.4302745029690926,16.463238534109312,-0.324671226953269,-0.324671226953269
2016,46703,MHS,MARRIOTT CORP,804.0,0.049741264,0.0246575833193979,1.3355012489154,16.31465158976363,0.2915609467714193,0.2915609467714193
2017,46703,MHS,MARRIOTT CORP,816.0,0.045819934,0.0275192756460331,1.1306877976658094,16.437507379154777,0.1021484308246183,0.1021484308246183
2018,46703,MHS,MARRIOTT CORP,828.0,0.04297984,0.025992371353301,1.1404654373868774,16.50084949527891,-0.1221112475770113,-0.1221112475770113
2019,46703,MHS,MARRIOTT CORP,840.0,0.047906633,0.0275691212377593,1.102935416144663,16.39183031791597,0.1654895671142016,0.1654895671142016
2020,46703,MHS,MARRIOTT CORP,852.0,0.054133862,0.0205117192597744,1.1096182107488362,15.974980916225649,-0.1970649889603778,-0.1970649889603778
2021,46703,MHS,MARRIOTT CORP,864.0,0.00223621,-0.0030887314504373,1.142106878216365,16.275598290407267,0.188565469463078,0.188565469463078
2022,46703,MHS,MARRIOTT CORP,876.0,0.0074047707,0.0142107591025744,1.0922961017105028,16.368119756239675,-0.0465591950246486,-0.0465591950246486
2023,46703,MHS,MARRIOTT CORP,888.0,0.040712442,0.028659088014327,1.1438032121570991,16.305223945147528,0.27551961011122,0.27551961011122
2024,46703,MHS,MARRIOTT CORP,900.0,0.05411094,0.0284156423462994,1.160845140086894,16.375127353184286,-0.0549396496541971,-0.0549396496541971
2004,49330,ALX,ALEXANDERS INC,444.0,0.0,-0.0119585785749501,0.36031461966184,13.681268049706969,0.7248572390562007,0.7248572390562007
2005,49330,ALX,ALEXANDERS INC,456.0,0.0,0.0035345582671244,0.4216643554897759,14.047303886639256,0.1418442918323739,0.1418442918323739
2006,49330,ALX,ALEXANDERS INC,468.0,0.0,0.0058479938816176,0.5327414287499623,14.222062451958877,0.7094119129341219,0.7094119129341219
2007,49330,ALX,ALEXANDERS INC,480.0,0.0,-0.0029772864560481,0.7810774041507266,14.506358992328543,-0.15811313842124,-0.15811313842124
2008,49330,ALX,ALEXANDERS INC,492.0,0.0066825137,0.0199239269561016,0.9548025384058896,14.31774036242395,-0.2639316638552169,-0.2639316638552169
2009,49330,ALX,ALEXANDERS INC,504.0,0.023617698,0.0204382174723503,1.2657183589182446,14.020842708293197,0.1943900237300986,0.1943900237300986
2010,49330,ALX,ALEXANDERS INC,516.0,0.008887021,0.0192589093230697,1.2640992005121638,14.330096909961384,0.3849979996682393,0.3849979996682393
2011,49330,ALX,ALEXANDERS INC,528.0,0.027749091,0.0149242870783136,1.2137203301992578,14.534484506932293,-0.0754361990661961,-0.0754361990661961
2012,49330,ALX,ALEXANDERS INC,540.0,0.033775743,0.0161408989418528,1.161457284346364,14.545756044726083,0.2683001248885204,0.2683001248885204
2013,49330,ALX,ALEXANDERS INC,552.0,0.041137565,0.0155406592095016,1.2181485909196186,14.275424632890404,0.0338283069307638,0.0338283069307638
2014,49330,ALX,ALEXANDERS INC,564.0,0.031932104,0.014848529070721,0.9637208289521773,14.477844413305462,0.3712322722326491,0.3712322722326491
2015,49330,ALX,ALEXANDERS INC,576.0,0.03324138,0.0172693633885198,0.860818862759951,14.553282718936934,-0.0906044022331489,-0.0906044022331489
2016,49330,ALX,ALEXANDERS INC,588.0,0.037846208,0.0195309681066982,0.7539139657641795,14.529071556692282,0.1570843018529455,0.1570843018529455
2017,49330,ALX,ALEXANDERS INC,600.0,0.0392551,0.0205633877659758,0.7150483378359759,14.583738680019332,-0.0345950841229009,-0.0345950841229009
2018,49330,ALX,ALEXANDERS INC,612.0,0.049681798,0.0136611796593469,0.6996445065473971,14.411171007357188,-0.1901873084423107,-0.1901873084423107
2019,49330,ALX,ALEXANDERS INC,624.0,0.050261974,0.0172078395967101,0.6101548754322161,14.420884356975138,0.1408504664748711,0.1408504664748711
2020,49330,ALX,ALEXANDERS INC,636.0,0.066683546,0.0187651092030875,0.5520438624622588,14.141427548307512,-0.1041334083489842,-0.1041334083489842
2021,49330,ALX,ALEXANDERS INC,648.0,0.06687583,0.0152331922654157,0.5503389289988719,14.134048462812984,0.0039541724071499,0.0039541724071499
2022,49330,ALX,ALEXANDERS INC,660.0,0.0754727,0.0151995340298811,0.5194847014109051,14.014858572607414,-0.0910054687792656,-0.0910054687792656
2023,49330,ALX,ALEXANDERS INC,672.0,0.093240745,0.0149286908648017,0.6464879002817311,13.805596478203944,0.0654289050605518,0.0654289050605518
2024,49330,ALX,ALEXANDERS INC,684.0,0.07938048,0.0156344394467939,0.6460958706135488,13.942346083659368,0.0152787999117043,0.0152787999117043
2006,49744,PCH,POTLATCH CORP,684.0,0.31926045,0.0333294632028026,0.9286647253368008,14.18017876139148,0.2719808140482582,0.2719808140482582
2007,49744,PCH,POTLATCHDELTIC CORP,696.0,0.06280923,0.0205670976191982,0.999189025819316,14.378380020777785,0.0598830593845021,0.0598830593845021
2008,49744,PCH,POTLATCHDELTIC CORP,708.0,0.052713916,0.0275414863517451,1.0682500273809494,14.269896688499786,-0.2779720750450604,-0.2779720750450604
2009,49744,PCH,POTLATCHDELTIC CORP,720.0,0.07835328,0.0195820007371562,1.0860200231326105,13.890360508299764,0.3197528398449838,0.3197528398449838
2010,49744,PCH,POTLATCHDELTIC CORP,732.0,0.05617,0.0592128861727009,1.0073330596426184,14.123899102626533,0.0832115620263349,0.0832115620263349
2011,49744,PCH,POTLATCHDELTIC CORP,744.0,0.058080588,0.0583103543975868,0.931213671681706,14.151595924183743,0.0076961605388075,0.0076961605388075
2012,49744,PCH,POTLATCHDELTIC CORP,756.0,0.044703558,0.0215511285078412,0.857733282868011,14.128537550723085,0.3040685546591777,0.3040685546591777
2013,49744,PCH,POTLATCHDELTIC CORP,768.0,0.029258674,0.0284265755520507,0.8764312361134259,14.358830461381793,0.0993935155741974,0.0993935155741974
2014,49744,PCH,POTLATCHDELTIC CORP,780.0,0.033130776,0.0366335663872419,0.713401257059021,14.31931939190131,0.0387911517027437,0.0387911517027437
2015,49744,PCH,POTLATCHDELTIC CORP,792.0,0.042474493,0.0323416037523478,0.690375002048086,14.163091100927137,-0.2443390914678358,-0.2443390914678358
2016,49744,PCH,POTLATCHDELTIC CORP,804.0,0.043035757,0.0156446832923515,0.9931892868233826,14.172980146657215,0.4355183548472805,0.4355183548472805
2017,49744,PCH,POTLATCHDELTIC CORP,816.0,0.031871922,0.015981067040938,1.3754999018290428,14.465796973950098,0.2364815109087554,0.2364815109087554
2018,49744,PCH,POTLATCHDELTIC CORP,828.0,0.06180891,0.0269998225433783,1.3107710064623943,14.829170155442894,-0.2851062977325663,-0.2851062977325663
2019,49744,PCH,POTLATCHDELTIC CORP,840.0,0.099583566,0.0198800710957884,1.369272173453809,14.7778728596676,0.4228204775185775,0.4228204775185775
2020,49744,PCH,POTLATCHDELTIC CORP,852.0,0.040216457,0.0117226890132733,1.1553226668774832,14.80690397535677,0.2040167180786809,0.2040167180786809
2021,49744,PCH,POTLATCHDELTIC CORP,864.0,0.035858188,0.0404292005905311,0.931716048280918,15.09923748062134,0.3232260642663862,0.3232260642663862
2022,49744,PCH,POTLATCHDELTIC CORP,876.0,0.107526444,0.0496364882674203,0.884633763455381,15.07989401685928,-0.2242062801864224,-0.2242062801864224
2023,49744,PCH,POTLATCHDELTIC CORP,888.0,0.05519737,0.0229293085153697,0.909543802996732,15.15251780703958,0.1576898906716846,0.1576898906716846
2024,49744,PCH,POTLATCHDELTIC CORP,900.0,0.042021085,0.0117177360849081,0.8929080207760726,15.04123877599635,-0.1660431197355462,-0.1660431197355462
2006,50092,LFB,LONGVIEW FIBRE CO,564.0,0.20022212,0.0099920280843951,1.0387298671797478,14.017221703868788,0.676849024993204,0.676849024993204
2007,50092,LFBR,LONGVIEW FIBRE CO,567.0,0.29022038,0.0221497004553673,1.0288186247039952,14.244048305239152,0.1325546602999998,0.1325546602999998
2004,50585,UBP,URSTADT BIDDLE PROPERTIES INC,432.0,0.051267337,0.0199379254828297,0.1482957855628657,11.536515664926087,0.2351401262956216,0.2351401262956216
2005,50585,UBP,URSTADT BIDDLE PROPERTIES INC,444.0,0.04777613,0.0186396236308313,0.2050393462953973,11.695429455326536,0.0222500817393729,0.0222500817393729
2006,50585,UBP,URSTADT BIDDLE PROPERTIES INC,456.0,0.046349775,0.0179074477633853,0.2075895449388405,11.764624024480176,0.1711936053916847,0.1711936053916847
2007,50585,UBP,URSTADT BIDDLE PROPERTIES INC,468.0,0.045584947,0.0198210310034729,0.2735487234126189,11.80384890684474,-0.09430528265288,-0.09430528265288
2008,50585,UBP,URSTADT BIDDLE PROPERTIES INC,480.0,0.052017853,0.0171727493186294,0.4815010145402301,11.767213468137257,-0.0100763434327638,-0.0100763434327638
2009,50585,UBP,URSTADT BIDDLE PROPERTIES INC,492.0,0.06569501,0.0150666959677211,0.3951699482451833,11.622528374189256,0.1221392619650261,0.1221392619650261
2010,50585,UBP,URSTADT BIDDLE PROPERTIES INC,504.0,0.058738608,0.0138841754145548,0.3454912325922714,11.755746372884204,0.1764267191569868,0.1764267191569868
2011,50585,UBP,URSTADT BIDDLE PROPERTIES INC,516.0,0.052192044,0.0157518206991443,0.3454583706662717,11.8681898095596,0.0776419710815614,0.0776419710815614
2012,50585,UBP,URSTADT BIDDLE PROPERTIES INC,528.0,0.045867994,0.0139430861727041,0.4017409178868815,12.00219489335074,0.1247007765317611,0.1247007765317611
2013,50585,UBP,URSTADT BIDDLE PROPERTIES INC,540.0,0.05135153,0.0101516195006408,0.4119155819364941,11.989254819791237,-0.0726277399076387,-0.0726277399076387
2014,50585,UBP,URSTADT BIDDLE PROPERTIES INC,552.0,0.05059378,0.0127589338635968,0.5355786648688641,11.994854041378206,0.2142443926413721,0.2142443926413721
2015,50585,UBP,URSTADT BIDDLE PROPERTIES INC,564.0,0.05262786,0.0107554118013457,0.5601920918334559,12.015243630616744,0.0235007309935271,0.0235007309935271
2016,50585,UBP,URSTADT BIDDLE PROPERTIES INC,576.0,0.046692148,0.0113219902776757,0.3357786850577165,12.10483773683936,0.1121910355027206,0.1121910355027206
2017,50585,UBP,URSTADT BIDDLE PROPERTIES INC,588.0,0.053407196,0.0122315077323836,0.0774032741927304,12.032000347330236,-0.0635804516432331,-0.0635804516432331
2018,50585,UBP,URSTADT BIDDLE PROPERTIES INC,600.0,0.05453984,0.0121963910622107,0.1262118917839606,12.029552444063954,-0.0608894224150248,-0.0608894224150248
2019,50585,UBP,URSTADT BIDDLE PROPERTIES INC,612.0,0.053594083,0.0133153254061214,0.3773818337334131,12.07921558307084,0.3945096949067668,0.3945096949067668
2020,50585,UBP,URSTADT BIDDLE PROPERTIES INC,624.0,0.07925431,0.0121646586223713,0.7044760611381037,11.620844694765394,-0.3605756566324122,-0.3605756566324122
2021,50585,UBP,URSTADT BIDDLE PROPERTIES INC,636.0,0.037759494,0.0112757313206979,1.073702943420526,11.972283899796896,0.6696968455046526,0.6696968455046526
2022,50585,UBP,URSTADT BIDDLE PROPERTIES INC,648.0,0.04920477,0.0138648769465201,0.9846217640923516,12.092413006867153,-0.0007572653479304,-0.0007572653479304
2023,50585,UBP,URSTADT BIDDLE PROPERTIES INC,655.0,0.048389923,0.0147149430838255,0.8357740914650306,12.137948522548715,0.2778173475143326,0.2778173475143326
2004,52214,MSW,MISSION WEST PPTYS INC MD,408.0,0.08381639,0.0269496947734364,0.3212686982235094,12.224778829780265,-0.1140527612468504,-0.1140527612468504
2005,52214,MSW,MISSION WEST PPTYS INC MD,420.0,0.07154709,0.0233700211516235,0.3739905145283932,12.13931384945051,-0.0256426244732262,-0.0256426244732262
2006,52214,MSW,MISSION WEST PPTYS INC MD,432.0,0.054755617,0.0219786883196291,0.563321359066497,12.28649091967145,0.4193220336891159,0.4193220336891159
2007,52214,MSW,MISSION WEST PPTYS INC MD,444.0,0.050417867,0.0178550460418604,0.6775060297408002,12.422402626287148,-0.235082968621018,-0.235082968621018
2008,52214,MSW,MISSION WEST PPTYS INC MD,456.0,0.07552755,0.0250230861623284,0.8685415267646492,12.147299543129945,-0.1242530338916315,-0.1242530338916315
2009,52214,MSW,MISSION WEST PPTYS INC MD,468.0,0.104483984,0.0126449825252561,0.5474116205878626,11.905013327203848,0.0336742542060943,0.0336742542060943
2010,52214,MSW,MISSION WEST PPTYS INC MD,480.0,0.088773884,0.0163497387605203,0.4769983629480907,11.917946191353831,0.0153534380309179,0.0153534380309179
2011,52214,MSW,MISSION WEST PPTYS INC MD,492.0,0.07272873,0.0143768065932464,0.4462886945208795,12.063739374297718,0.4397184953222894,0.4397184953222894
2012,52214,MSW,MISSION WEST PPTYS INC MD,503.0,0.06621328,0.0155751273183288,0.4201534889617164,12.224381061403935,0.0672089583889454,0.0672089583889454
2004,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,385.0,0.06534765,0.0207580854456657,0.2292527946630768,11.845892640863529,0.0630480538083477,0.0630480538083477
2005,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,397.0,0.06795757,0.0173614852749364,0.2967470285178387,11.919556785769862,0.0008690956771597,0.0008690956771597
2006,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,409.0,0.06968887,0.0165422318550605,0.2396896426150868,11.99890511990678,0.1330978741970438,0.1330978741970438
2007,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,421.0,0.067501,0.0162920038471646,0.3060782830740107,12.11940315618125,0.0296128198466956,0.0296128198466956
2008,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,433.0,0.079601645,0.0075562385565897,0.294074437685049,12.094612421227056,-0.0625044175690939,-0.0625044175690939
2009,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,445.0,0.09053534,0.0057873032846019,0.2939226574594831,12.014969734655992,0.1678702760742978,0.1678702760742978
2010,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,457.0,0.069683455,0.010388904221339,0.3608089643115084,12.39855679165902,0.2389221515908057,0.2389221515908057
2011,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,469.0,0.06818865,0.0118044362870688,0.4006015196207852,12.606587038770506,0.1557623012881017,0.1557623012881017
2012,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,481.0,0.05444641,0.0141293658110743,0.389498873547397,12.95288608832506,0.2002277482050403,0.2002277482050403
2013,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,493.0,0.058769125,0.0101432205411022,0.4152384528985783,12.960869113479603,-0.0683983506061518,-0.0683983506061518
2014,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,505.0,0.05387624,0.0093104785913016,0.4818821925694714,13.18771368373686,0.2907409990634693,0.2907409990634693
2015,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,517.0,0.056242418,0.0100940882098516,0.4172307975251918,13.333780777069425,0.0028603730540432,0.0028603730540432
2016,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,529.0,0.04710735,0.010499831765615,0.371338398232573,13.655715824654791,0.5323803607715205,0.5323803607715205
2017,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,541.0,0.03963007,0.0106913765915585,0.4280301233698,13.951205052715396,0.2169425097473765,0.2169425097473765
2018,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,553.0,0.041330732,0.0105877702145109,0.5375277942039115,14.046851706539435,-0.2713745229417231,-0.2713745229417231
2019,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,565.0,0.04643635,0.0109758294812886,0.6701448574188794,14.090944638848397,0.2261082467114477,0.2261082467114477
2020,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,577.0,0.047651116,0.0105668717218982,0.6722807538980401,14.142996516039538,0.2548158451999829,0.2548158451999829
2021,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,589.0,0.044370294,0.0096943660488197,0.6812941934824361,14.428313097077076,0.2721624296108276,0.2721624296108276
2022,55029,MNRTA,MONMOUTH REAL ESTATE INVT CORP,590.0,0.042800497,0.0052808026158842,0.6251054193977027,14.54171581891132,-0.001,-0.001
2004,55634,HMG,H M G COURTLAND PROPERTIES LTD,396.0,0.0,0.0017584353144601,0.1397164298787093,9.388595997239966,0.6376250517764903,0.6376250517764903
2005,55634,HMG,H M G COURTLAND PROPERTIES LTD,408.0,0.01899564,0.015142756185023,0.0284601502954247,9.45042408354585,-0.2043725511453115,-0.2043725511453115
2006,55634,HMG,H M G COURTLAND PROPERTIES LTD,420.0,0.022414826,-0.004220369925509,0.256649723296208,9.382747566915189,0.5229973631432425,0.5229973631432425
2007,55634,HMG,H M G COURTLAND PROPERTIES LTD,432.0,0.0,-0.0014135995123112,0.3660473238345969,9.433480574524504,-0.2888994146298812,-0.2888994146298812
2013,55634,HMG,H M G COURTLAND PROPERTIES LTD,504.0,0.064401306,0.1424573337078115,0.6611319401235284,9.85318144456628,1.0233536316810323,1.0233536316810323
2014,55634,HMG,H M G COURTLAND PROPERTIES LTD,516.0,0.19082351,-0.0147548258887103,0.3127920551976162,9.66585769188713,-0.3371541843844526,-0.3371541843844526
2015,55634,HMG,H M G COURTLAND PROPERTIES LTD,528.0,0.04239416,0.0042003001583764,0.9650940721655904,9.423388599968314,-0.0315850373079956,-0.0315850373079956
2016,55634,HMG,H M G COURTLAND PROPERTIES LTD,540.0,0.04764229,-0.0057408971537911,0.8814277425180727,9.290327732978488,0.2427982158590427,0.2427982158590427
2017,55634,HMG,H M G COURTLAND PROPERTIES LTD,552.0,0.041175954,-0.0039880096101707,1.1584269287639832,9.34168664799403,0.3746397297883295,0.3746397297883295
2018,55634,HMG,H M G COURTLAND PROPERTIES LTD,564.0,0.0,0.0324021471722559,0.6744429050959847,9.576081683914996,0.1403778207410937,0.1403778207410937
2019,55634,HMG,H M G COURTLAND PROPERTIES LTD,576.0,0.037926544,-0.0079741780946839,0.5991274658090834,9.549580004897615,-0.0086190368389691,-0.0086190368389691
2020,55634,HMG,H M G COURTLAND PROPERTIES LTD,588.0,0.02744258,-0.0078279473175222,0.7191747652396305,9.326567748186305,0.236604686383349,0.236604686383349
2021,55634,HMG,H M G COURTLAND PROPERTIES LTD,600.0,0.031581726,-0.005913600184114,0.6604501950410318,9.645066806170457,1.0233536316810323,1.0233536316810323
2004,59300,UDRT,UNITED DOMINION REALTY TR INC,372.0,0.054574132,0.005396965866801,0.0950388394782904,14.76222087546694,0.3719546183203228,0.3719546183203228
2005,59300,UDRT,UNITED DOMINION REALTY TR INC,384.0,0.05004354,0.006265133466314,0.1862678472610211,14.956760755833438,-0.0047375848047169,-0.0047375848047169
2006,59300,UDRT,UNITED DOMINION REALTY TR INC,396.0,0.04258703,0.0086606130363768,0.3275203972291989,15.17812304635276,0.4168384881026434,0.4168384881026434
2007,59300,UDRT,UNITED DOMINION REALTY TR INC,408.0,0.04907671,0.0093120724603342,0.4736419084462331,15.08665787988109,-0.3446573394956211,-0.3446573394956211
2008,59300,UDRT,UNITED DOMINION REALTY TR INC,420.0,0.06977907,0.0128807714965776,0.5963749131467455,14.866231054304205,-0.1953409821822279,-0.1953409821822279
2009,59300,UDRT,UNITED DOMINION REALTY TR INC,432.0,0.16837406,0.009804860145977,1.041502588056625,14.37714275566286,0.2648518848950805,0.2648518848950805
2010,59300,UDRT,UNITED DOMINION REALTY TR INC,444.0,0.03645495,0.0084069207364198,1.1170215343190402,14.996575674712096,0.4846894863511295,0.4846894863511295
2011,59300,UDRT,UNITED DOMINION REALTY TR INC,456.0,0.027301416,0.0092129716642112,1.088244732872256,15.420604133944693,0.1003764147114272,0.1003764147114272
2012,59300,UDRT,UNITED DOMINION REALTY TR INC,468.0,0.031042224,0.0111961394675689,1.04782967895378,15.618886017390318,-0.0199294448083993,-0.0199294448083993
2013,59300,UDRT,UNITED DOMINION REALTY TR INC,480.0,0.037230562,0.0122102067777365,1.0942215982143288,15.6129238726743,0.0194107819676725,0.0194107819676725
2014,59300,UDRT,UNITED DOMINION REALTY TR INC,492.0,0.034887727,0.0139902515145736,0.8787298409814909,15.768199914417416,0.3698781004666618,0.3698781004666618
